"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Native Status","Federal Noxious Status","Federal Noxious Common Name","State Noxious Status","State Noxious Common Name","Invasive"
"RHCO2","","RHCO2","Rhynchospora corniculata","L48(N)","","","","","SWSS"
"RHCO4","","RHCO4","Rhynchospora corymbosa","L48(N)PR(N)","","","","",""
"RHCR3","","RHCR3","Rhynchospora crinipes","L48(N)","","","","",""
"RHCU3","","RHCU3","Rhynchospora curtissii","L48(N)","","","","",""
"RHDE2","","RHDE2","Rhynchospora debilis","L48(N)","","","","",""
"RHDE","","RHDE","Rhynchospora decurrens","L48(N)","","","","",""
"RHDE7","","RHDE7","Rhynchospora depressirostris","PR(N)","","","","",""
"RHDI","","RHDI","Rhynchospora divaricata","PR(N?)","","","","",""
"RHDI3","","RHDI3","Rhynchospora divergens","L48(N)","","","","",""
"RHDO2","","RHDO2","Rhynchospora domingensis","PR(N)","","","","",""
"RHEL","","RHEL","Rhynchospora elliottii","L48(N)","","","","",""
"RHEX","","RHEX","Rhynchospora eximia","L48(N)","","","","",""
"RHFA","","RHFA","Rhynchospora fascicularis","L48(N)PR(N)","","","","",""
"RHFAD","","RHFAD","Rhynchospora fascicularis var. distans","L48(N)PR(N)","","","","",""
"RHFAF","","RHFAF","Rhynchospora fascicularis var. fascicularis","L48(N)PR(N)","","","","",""
"RHFE","","RHFE","Rhynchospora fernaldii","L48(N)","","","","",""
"RHFI","","RHFI","Rhynchospora filifolia","L48(N)","","","","",""
"RHFI2","","RHFI2","Rhynchospora filiformis","PR(N)VI(N)","","","","",""
"RHFL2","","RHFL2","Rhynchospora floridensis","L48(N)","","","","",""
"RHFU","","RHFU","Rhynchospora fusca","L48(N)CAN(N)SPM(N)","","","","",""
"RHGA4","","RHGA4","Rhynchospora galeana","L48(N)PR(N)","","","","",""
"RHGI","","RHGI","Rhynchospora gigantea","PR(N)","","","","",""
"RHGL2","","RHGL2","Rhynchospora globularis","L48(N)PR(N)","","","","",""
"RHGLG","","RHGLG","Rhynchospora globularis var. globularis","L48(N)PR(N)","","","","",""
"RHGLP","","RHGLP","Rhynchospora globularis var. pinetorum","L48(N)","","","","",""
"RHGLS","","RHGLS","Rhynchospora globularis var. saxicola","L48(N)","","","","",""
"RHGL3","","RHGL3","Rhynchospora glomerata","L48(N)","","","","",""
"RHGR","","RHGR","Rhynchospora gracilenta","L48(N)","","","","",""
"RHGR6","","RHGR6","Rhynchospora gracillima","L48(N)","","","","",""
"RHGR2","","RHGR2","Rhynchospora grayi","L48(N)","","","","",""
"RHHA2","","RHHA2","Rhynchospora harperi","L48(N)","","","","",""
"RHHA","","RHHA","Rhynchospora harveyi","L48(N)","","","","",""
"RHHAC","","RHHAC","Rhynchospora harveyi var. culixa","L48(N)","","","","",""
"RHHAH","","RHHAH","Rhynchospora harveyi var. harveyi","L48(N)","","","","",""
"RHHO","","RHHO","Rhynchospora holoschoenoides","PR(N)","","","","",""
"RHIN3","","RHIN3","Rhynchospora indianolensis","L48(N)","","","","",""
"RHIN4","","RHIN4","Rhynchospora inexpansa","L48(N)","","","","",""
"RHIN7","","RHIN7","Rhynchospora inundata","L48(N)","","","","",""
"RHJA3","","RHJA3","Rhynchospora jamaicensis","PR(N)","","","","",""
"RHKN","","RHKN","Rhynchospora knieskernii","L48(N)","","","","",""
"RHKU","","RHKU","Rhynchospora kunthii","L48(I)","","","","",""
"RHLA7","","RHLA7","Rhynchospora latifolia","L48(N)","","","","",""
"RHLE2","","RHLE2","Rhynchospora leptocarpa","L48(N)","","","","",""
"RHLI","","RHLI","Rhynchospora lindeniana","PR(N)","","","","",""
"RHLIB","","RHLIB","Rhynchospora lindeniana var. bahamensis","PR(N)","","","","",""
"RHLO","","RHLO","Rhynchospora longiflora","","","","","",""
"RHMA5","","RHMA5","Rhynchospora macra","L48(N)","","","","",""
"RHMA6","","RHMA6","Rhynchospora macrostachya","L48(N)","","","","",""
"RHMA8","","RHMA8","Rhynchospora marisculus","PR(N)","","","","",""
"RHMA15","","RHMA15","Rhynchospora marliniana","L48(N)","","","","",""
"RHME","","RHME","Rhynchospora megalocarpa","L48(N)","","","","",""
"RHME3","","RHME3","Rhynchospora megaplumosa","L48(N)","","","","",""
"RHMI7","","RHMI7","Rhynchospora microcarpa","L48(N)PR(N)","","","","",""
"RHMI8","","RHMI8","Rhynchospora microcephala","L48(N)","","","","",""
"RHMI5","","RHMI5","Rhynchospora miliacea","L48(N)","","","","",""
"RHMI9","","RHMI9","Rhynchospora mixta","L48(N)","","","","",""
"RHNE","","RHNE","Rhynchospora nervosa","","","","","",""
"RHNI","","RHNI","Rhynchospora nitens","L48(N)PR(N)","","","","",""
"RHNI2","","RHNI2","Rhynchospora nivea","L48(N)","","","","",""
"RHOD","","RHOD","Rhynchospora odorata","L48(N)PR(N)","","","","",""
"RHOL","","RHOL","Rhynchospora oligantha","L48(N)","","","","",""
"RHPA","","RHPA","Rhynchospora pallida","L48(N)","","","","",""
"RHPE2","","RHPE2","Rhynchospora perplexa","L48(N)","","","","",""
"RHPI5","","RHPI5","Rhynchospora pineticola","L48(N)","","","","",""
"RHPL6","","RHPL6","Rhynchospora pleiantha","L48(N)","","","","",""
"RHPL3","","RHPL3","Rhynchospora plumosa","L48(N)PR(N)","","","","",""
"RHPO7","","RHPO7","Rhynchospora polyphylla","","","","","",""
"RHPU4","","RHPU4","Rhynchospora punctata","L48(N)","","","","",""
"RHPU3","","RHPU3","Rhynchospora pusilla","L48(N)PR(N)","","","","",""
"RHRA3","","RHRA3","Rhynchospora racemosa","PR(N)","","","","",""
"RHRA4","","RHRA4","Rhynchospora radicans","HI(I)PR(N)VI(N)","","","","",""
"RHRAM","","RHRAM","Rhynchospora radicans ssp. microcephala","HI(I)PR(N)VI(N)","","","","",""
"RHRA2","","RHRA2","Rhynchospora rariflora","L48(N)PR(N)","","","","",""
"RHRE8","","RHRE8","Rhynchospora recognita","L48(N)HI(I)PR(N)","","","","",""
"RHRU5","","RHRU5","Rhynchospora rubra","L48(N)","","","","",""
"RHRU2","","RHRU2","Rhynchospora rufa","PR(N)","","","","",""
"RHRU3","","RHRU3","Rhynchospora rugosa","HI(N)PR(N)","","","","",""
"RHRUL","","RHRUL","Rhynchospora rugosa ssp. lavarum","HI(N)","","","","",""
"RHRUR","","RHRUR","Rhynchospora rugosa ssp. rugosa","PR(N)","","","","",""
"RHSC5","","RHSC5","Rhynchospora scirpoides","L48(N)","","","","",""
"RHSC2","","RHSC2","Rhynchospora sclerioides","L48(N)HI(N)","","","","",""
"RHSO2","","RHSO2","Rhynchospora sola","","","","","",""
"RHSO","","RHSO","Rhynchospora solitaria","L48(N)","","","","",""
"RHST2","","RHST2","Rhynchospora stenophylla","L48(N)","","","","",""
"RHTE3","","RHTE3","Rhynchospora tenerrima","PR(N)","","","","",""
"RHTE2","","RHTE2","Rhynchospora tenuis","HI(I)PR(N)","","","","",""
"RHTH","","RHTH","Rhynchospora thornei","L48(N)","","","","",""
"RHTO4","","RHTO4","Rhynchospora torreyana","L48(N)","","","","",""
"RHTR2","","RHTR2","Rhynchospora tracyi","L48(N)","","","","",""
"RHUN","","RHUN","Rhynchospora uniflora","PR(N)","","","","",""
"RHWR","","RHWR","Rhynchospora wrightiana","L48(N)PR(N)","","","","",""
"RHYTI2","","RHYTI2","Rhytidiadelphus","NA(N)","","","","",""
"RHJA5","","RHJA5","Rhytidiadelphus japonicus","NA(N)","","","","",""
"RHLO70","","RHLO70","Rhytidiadelphus loreus","NA(N)","","","","",""
"RHSQ70","","RHSQ70","Rhytidiadelphus squarrosus","NA(N)","","","","",""
"RHTR70","","RHTR70","Rhytidiadelphus triquetrus","NA(N)","","","","",""
"RHYTI3","","RHYTI3","Rhytidiopsis","NA(N)","","","","",""
"RHRO7","","RHRO7","Rhytidiopsis robusta","NA(N)","","","","",""
"RHYTI4","","RHYTI4","Rhytidium","NA(N)","","","","",""
"RHRU70","","RHRU70","Rhytidium rugosum","NA(N)","","","","",""
"RHYTI5","","RHYTI5","Rhytidophyllum","","","","","",""
"RHAU2","","RHAU2","Rhytidophyllum auriculatum","PR(N)","","","","",""
"RIBES","","RIBES","Ribes","L48(I,N)CAN(I,N)SPM(N)","","","MI(PP)","MI (currant, gooseberry)","STATE"
"RIGA2","","RIGA2","Ribes ×gardonianum","","","","","",""
"RIUT2","","RIUT2","Ribes ×utile","","","","","",""
"RIAC","","RIAC","Ribes acerifolium","L48(N)CAN(N)","","","","",""
"RIAL2","","RIAL2","Ribes alpinum","L48(I)","","","","",""
"RIAM","","RIAM","Ribes amarum","L48(N)","","","","",""
"RIAM2","","RIAM2","Ribes americanum","L48(N)CAN(N)","","","","",""
"RIAU","","RIAU","Ribes aureum","L48(N)CAN(NI)","","","","",""
"RIAUA","","RIAUA","Ribes aureum var. aureum","L48(N)CAN(N)","","","","",""
"RIAUG","","RIAUG","Ribes aureum var. gracillimum","L48(N)","","","","",""
"RIAUV","","RIAUV","Ribes aureum var. villosum","L48(N)CAN(I)","","","","",""
"RIBI","","RIBI","Ribes binominatum","L48(N)","","","","",""
"RIBR","","RIBR","Ribes bracteosum","L48(N)AK(N)CAN(N)","","","","",""
"RIBU2","","RIBU2","Ribes burejense","","","","","",""
"RICA","","RICA","Ribes californicum","L48(N)","","","","",""
"RICAC","","RICAC","Ribes californicum var. californicum","L48(N)","","","","",""
"RICAH","","RICAH","Ribes californicum var. hesperium","L48(N)","","","","",""
"RICA2","","RICA2","Ribes canthariforme","L48(N)","","","","",""
"RICE","","RICE","Ribes cereum","L48(N)CAN(N)","","","","",""
"RICEC2","","RICEC2","Ribes cereum var. cereum","L48(N)CAN(N)","","","","",""
"RICEC","","RICEC","Ribes cereum var. colubrinum","L48(N)","","","","",""
"RICEP","","RICEP","Ribes cereum var. pedicellare","L48(N)","","","","",""
"RICR","","RICR","Ribes cruentum","L48(N)","","","","",""
"RICRC","","RICRC","Ribes cruentum var. cruentum","L48(N)","","","","",""
"RICRO","","RICRO","Ribes cruentum var. oregonense","L48(N)","","","","",""
"RICU","","RICU","Ribes curvatum","L48(N)","","","","",""
"RICY","","RICY","Ribes cynosbati","L48(N)CAN(N)","","","","",""
"RIDI80","","RIDI80","Ribes diacanthum","CAN(I)NA(I)","","","","",""
"RIDI","","RIDI","Ribes divaricatum","L48(N)CAN(N)","","","","",""
"RIDID","","RIDID","Ribes divaricatum var. divaricatum","L48(N)CAN(N)","","","","",""
"RIDIP","","RIDIP","Ribes divaricatum var. parishii","L48(N)","","","","",""
"RIDIP2","","RIDIP2","Ribes divaricatum var. pubiflorum","L48(N)","","","","",""
"RIEC","","RIEC","Ribes echinellum","L48(N)","","","","",""
"RIER","","RIER","Ribes erythrocarpum","L48(N)","","","","",""
"RIGL","","RIGL","Ribes glandulosum","L48(N)AK(N)CAN(N)SPM(N)","","","","",""
"RIHI","","RIHI","Ribes hirtellum","L48(N)CAN(N)SPM(N)","","","","",""
"RIHU","","RIHU","Ribes hudsonianum","L48(N)AK(N)CAN(N)","","","","",""
"RIHUH","","RIHUH","Ribes hudsonianum var. hudsonianum","L48(N)AK(N)CAN(N)","","","","",""
"RIHUP","","RIHUP","Ribes hudsonianum var. petiolare","L48(N)CAN(N)","","","","",""
"RIIN","","RIIN","Ribes indecorum","L48(N)","","","","",""
"RIIN2","","RIIN2","Ribes inerme","L48(N)CAN(N)","","","","",""
"RIINI","","RIINI","Ribes inerme var. inerme","L48(N)CAN(N)","","","","",""
"RIINK","","RIINK","Ribes inerme var. klamathense","L48(N)","","","","",""
"RILA","","RILA","Ribes lacustre","L48(N)AK(N)CAN(N)","","","","",""
"RILA2","","RILA2","Ribes lasianthum","L48(N)","","","","",""
"RILA5","","RILA5","Ribes latifolium","","","","","",""
"RILA3","","RILA3","Ribes laxiflorum","L48(N)AK(N)CAN(N)","","","","",""
"RILE","","RILE","Ribes leptanthum","L48(N)","","","","",""
"RILO","","RILO","Ribes lobbii","L48(N)CAN(N)","","","","",""
"RIMA","","RIMA","Ribes malvaceum","L48(N)","","","","",""
"RIMAM","","RIMAM","Ribes malvaceum var. malvaceum","L48(N)","","","","",""
"RIMAV","","RIMAV","Ribes malvaceum var. viridifolium","L48(N)","","","","",""
"RIMA2","","RIMA2","Ribes marshallii","L48(N)","","","","",""
"RIME","","RIME","Ribes menziesii","L48(N)","","","","",""
"RIMEH2","","RIMEH2","Ribes menziesii var. hystrix","L48(N)","","","","",""
"RIMEI","","RIMEI","Ribes menziesii var. ixoderme","L48(N)","","","","",""
"RIMEL","","RIMEL","Ribes menziesii var. leptosmum","L48(N)","","","","",""
"RIMEM","","RIMEM","Ribes menziesii var. menziesii","L48(N)","","","","",""
"RIMES","","RIMES","Ribes menziesii var. senile","L48(N)","","","","",""
"RIME2","","RIME2","Ribes mescalerium","L48(N)","","","","",""
"RIME4","","RIME4","Ribes meyeri","","","","","",""
"RIMI","","RIMI","Ribes missouriense","L48(N)CAN(I)","","","","",""
"RIMO2","","RIMO2","Ribes montigenum","L48(N)CAN(N)","","","","",""
"RIMU2","","RIMU2","Ribes multiflorum","","","","","",""
"RINE","","RINE","Ribes nevadense","L48(N)","","","","",""
"RINEG","","RINEG","Ribes nevadense var. glaucescens","L48(N)","","","","",""
"RINEJ","","RINEJ","Ribes nevadense var. jaegeri","L48(N)","","","","",""
"RINEN","","RINEN","Ribes nevadense var. nevadense","L48(N)","","","","",""
"RINI","","RINI","Ribes nigrum","L48(I)CAN(I)","","","","",""
"RINI2","","RINI2","Ribes niveum","L48(N)","","","","",""
"RIOR5","","RIOR5","Ribes orientale","","","","","",""
"RIOX","","RIOX","Ribes oxyacanthoides","L48(N)AK(N)CAN(N)","","","","",""
"RIOXC","","RIOXC","Ribes oxyacanthoides ssp. cognatum","L48(N)CAN(N)","","","","",""
"RIOXH","","RIOXH","Ribes oxyacanthoides ssp. hendersonii","L48(N)","","","","",""
"RIOXI","","RIOXI","Ribes oxyacanthoides ssp. irriguum","L48(N)CAN(N)","","","","",""
"RIOXO","","RIOXO","Ribes oxyacanthoides ssp. oxyacanthoides","L48(N)AK(N)CAN(N)","","","","",""
"RIOXS","","RIOXS","Ribes oxyacanthoides ssp. setosum","L48(N)CAN(N)","","","","",""
"RIPE5","","RIPE5","Ribes petraeum","","","","","",""
"RIPEA","","RIPEA","Ribes petraeum var. atropurpureum","","","","","",""
"RIPI","","RIPI","Ribes pinetorum","L48(N)","","","","",""
"RIQU","","RIQU","Ribes quercetorum","L48(N)","","","","",""
"RIRO","","RIRO","Ribes roezlii","L48(N)","","","","",""
"RIROA","","RIROA","Ribes roezlii var. amictum","L48(N)","","","","",""
"RIROR","","RIROR","Ribes roezlii var. roezlii","L48(N)","","","","",""
"RIRO2","","RIRO2","Ribes rotundifolium","L48(N)","","","","",""
"RIRU80","","RIRU80","Ribes rubrum","L48(I)CAN(I)","","","","",""
"RISA","","RISA","Ribes sanguineum","L48(N)CAN(N)","","","","",""
"RISAD","","RISAD","Ribes sanguineum var. deductum","L48(N)","","","","",""
"RISAG","","RISAG","Ribes sanguineum var. glutinosum","L48(N)","","","","",""
"RISAM","","RISAM","Ribes sanguineum var. melanocarpum","L48(N)","","","","",""
"RISAS","","RISAS","Ribes sanguineum var. sanguineum","L48(N)CAN(N)","","","","",""
"RISE","","RISE","Ribes sericeum","L48(N)","","","","",""
"RISP","","RISP","Ribes speciosum","L48(N)","","","","",""
"RISP3","","RISP3","Ribes spicatum","","","","","",""
"RIST2","","RIST2","Ribes stenocarpum","","","","","",""
"RITH","","RITH","Ribes thacherianum","L48(N)","","","","",""
"RITR","","RITR","Ribes triste","L48(N)AK(N)CAN(N)","","","","",""
"RITU","","RITU","Ribes tularense","L48(N)","","","","",""
"RIUV80","","RIUV80","Ribes uva-crispa","L48(I)CAN(I)","","","","",""
"RIUVS","","RIUVS","Ribes uva-crispa var. sativum","L48(I)CAN(I)","","","","",""
"RIVE","","RIVE","Ribes velutinum","L48(N)","","","","",""
"RIVEG","","RIVEG","Ribes velutinum var. gooddingii","L48(N)","","","","",""
"RIVEV","","RIVEV","Ribes velutinum var. velutinum","L48(N)","","","","",""
"RIVI","","RIVI","Ribes viburnifolium","L48(N)","","","","",""
"RIVI2","","RIVI2","Ribes victoris","L48(N)","","","","",""
"RIVI3","","RIVI3","Ribes viscosissimum","L48(N)CAN(N)","","","","",""
"RIWA","","RIWA","Ribes watsonianum","L48(N)","","","","",""
"RIWO","","RIWO","Ribes wolfii","L48(N)","","","","",""
"RICCA","","RICCA","Riccardia","NA(N)","","","","",""
"RICH2","","RICH2","Riccardia chamedryfolia","NA(N)","","","","",""
"RIIN8","","RIIN8","Riccardia incurvata","NA(N)","","","","",""
"RIJU","","RIJU","Riccardia jugata","NA(N)","","","","",""
"RILA6","","RILA6","Riccardia latifrons","NA(N)","","","","",""
"RILAA","","RILAA","Riccardia latifrons ssp. arctica","NA(N)","","","","",""
"RILAL","","RILAL","Riccardia latifrons ssp. latifrons","NA(N)","","","","",""
"RIMU3","","RIMU3","Riccardia multifida","NA(N)","","","","",""
"RIMUM","","RIMUM","Riccardia multifida ssp. multifida","NA(N)","","","","",""
"RIMUS","","RIMUS","Riccardia multifida ssp. synoica","NA(N)","","","","",""
"RIPA6","","RIPA6","Riccardia palmata","NA(N)","","","","",""
"RIST4","","RIST4","Riccardia stricta","NA(N)","","","","",""
"RICCI","","RICCI","Riccia","NA(N)","","","","",""
"RIAL4","","RIAL4","Riccia albida","NA(N)","","","","",""
"RIAL5","","RIAL5","Riccia albolimbata","NA(N)","","","","",""
"RIAN4","","RIAN4","Riccia andina","NA(N)","","","","",""
"RIANC","","RIANC","Riccia andina ssp. chionophora","NA(N)","","","","",""
"RIAT6","","RIAT6","Riccia atromarginata","NA(N)","","","","",""
"RIATA","","RIATA","Riccia atromarginata ssp. atromarginata","NA(N)","","","","",""
"RIATI","","RIATI","Riccia atromarginata ssp. iodocheila","NA(N)","","","","",""
"RIBE","","RIBE","Riccia beyrichiana","NA(N)","","","","",""
"RIBI5","","RIBI5","Riccia bifurca","NA(N)","","","","",""
"RICA12","","RICA12","Riccia californica","NA(N)","","","","",""
"RICA13","","RICA13","Riccia campbelliana","NA(N)","","","","",""
"RICA14","","RICA14","Riccia canaliculata","NA(N)","","","","",""
"RICA15","","RICA15","Riccia cavernosa","NA(N)","","","","",""
"RICU2","","RICU2","Riccia curtisii","NA(N)","","","","",""
"RIDI7","","RIDI7","Riccia dictyospora","NA(N)","","","","",""
"RIDO","","RIDO","Riccia dorsiverrucosa","NA(N)","","","","",""
"RIEL","","RIEL","Riccia elliottii","","","","","",""
"RIFL4","","RIFL4","Riccia fluitans","NA(N)","","","","",""
"RIFR","","RIFR","Riccia frostii","NA(N)","","","","",""
"RIGL6","","RIGL6","Riccia glauca","NA(N)","","","","",""
"RIGLC","","RIGLC","Riccia glauca var. ciliaris","NA(N)","","","","",""
"RIGLG","","RIGLG","Riccia glauca var. glauca","NA(N)","","","","",""
"RIGO2","","RIGO2","Riccia gougetiana","NA(N)","","","","",""
"RIHI4","","RIHI4","Riccia hirta","NA(N)","","","","",""
"RIHO3","","RIHO3","Riccia howei","NA(N)","","","","",""
"RIHU6","","RIHU6","Riccia huebeneriana","NA(N)","","","","",""
"RIHUS","","RIHUS","Riccia huebeneriana ssp. sullivantii","NA(N)","","","","",""
"RILA7","","RILA7","Riccia lamellosa","NA(N)","","","","",""
"RILE9","","RILE9","Riccia leptothallus","NA(N)","","","","",""
"RIMA8","","RIMA8","Riccia macallisteri","NA(N)","","","","",""
"RIME5","","RIME5","Riccia membranacea","NA(N)","","","","",""
"RINI6","","RINI6","Riccia nigrella","NA(N)","","","","",""
"RIOZ","","RIOZ","Riccia ozarkiana","NA(N)","","","","",""
"RIRH","","RIRH","Riccia rhenana","NA(N)","","","","",""
"RISE5","","RISE5","Riccia setigera","NA(N)","","","","",""
"RISO2","","RISO2","Riccia sorocarpa","NA(N)","","","","",""
"RISOA","","RISOA","Riccia sorocarpa ssp. arctica","NA(N)","","","","",""
"RISOE","","RISOE","Riccia sorocarpa ssp. erythrophora","NA(N)","","","","",""
"RISOS","","RISOS","Riccia sorocarpa ssp. sorocarpa","NA(N)","","","","",""
"RIST6","","RIST6","Riccia stenophylla","NA(N)","","","","",""
"RITE2","","RITE2","Riccia tenella","NA(N)","","","","",""
"RITR5","","RITR5","Riccia trichocarpa","NA(N)","","","","",""
"RIVI8","","RIVI8","Riccia violacea","","","","","",""
"RIWA3","","RIWA3","Riccia warnstorfii","NA(N)","","","","",""
"RICCI2","","RICCI2","Ricciocarpos","NA(N)","","","","",""
"RINA2","","RINA2","Ricciocarpos natans","NA(N)","","","","",""
"RICHA","","RICHA","Richardia","L48(I,N)","","","","",""
"RIBR2","","RIBR2","Richardia brasiliensis","L48(N)HI(I)","","","","",""
"RIGR3","","RIGR3","Richardia grandiflora","L48(I)","","","","",""
"RIHU3","","RIHU3","Richardia humistrata","L48(I)","","","","",""
"RISC","","RISC","Richardia scabra","L48(N)HI(I)PR(N)","","","","","SWSS"
"RITR2","","RITR2","Richardia tricocca","L48(N)","","","","",""
"RICIN2","","RICIN2","Ricinodendron","","","","","",""
"RIRA3","","RIRA3","Ricinodendron rautanenii","","","","","",""
"RICIN","","RICIN","Ricinus","L48(I)","","","","",""
"RICO3","","RICO3","Ricinus communis","L48(I)HI(I)PR(I)VI(I)","","","","","Cal-IPC, FLEPPC, WSWS"
"RIELL","","RIELL","Riella","NA(N)","","","","",""
"RIAF","","RIAF","Riella affinis","NA(N)","","","","",""
"RIAM6","","RIAM6","Riella americana","NA(N)","","","","",""
"RIGIO","","RIGIO","Rigiopappus","L48(N)","","","","",""
"RILE2","","RILE2","Rigiopappus leptocladus","L48(N)","","","","",""
"RIMEL2","","RIMEL2","Rimelia","NA(N)","","","","",""
"RICE2","","RICE2","Rimelia cetrata","NA(N)","","","","",""
"RICO6","","RICO6","Rimelia commensurata","NA(N)","","","","",""
"RIDI2","","RIDI2","Rimelia diffractaica","NA(N)","","","","",""
"RIRE3","","RIRE3","Rimelia reticulata","NA(N)","","","","",""
"RISI","","RISI","Rimelia simulans","NA(N)","","","","",""
"RISU3","","RISU3","Rimelia subisidiosa","NA(N)","","","","",""
"RIMEL3","","RIMEL3","Rimeliella","NA(N)","","","","",""
"RICO15","","RICO15","Rimeliella conferenda","NA(N)","","","","",""
"RINE3","","RINE3","Rimeliella neotropica","NA(N)","","","","",""
"RISU8","","RISU8","Rimeliella subsumpta","NA(N)","","","","",""
"RISU9","","RISU9","Rimeliella subtinctoria","NA(N)","","","","",""
"RIMUL","","RIMUL","Rimularia","NA(N)","","","","",""
"RIBA","","RIBA","Rimularia badioatra","NA(N)","","","","",""
"RICA10","","RICA10","Rimularia caeca","NA(N)","","","","",""
"RIFU","","RIFU","Rimularia furvella","NA(N)","","","","",""
"RIGI","","RIGI","Rimularia gibbosa","NA(N)","","","","",""
"RIGY","","RIGY","Rimularia gyrizans","NA(N)","","","","",""
"RIIM","","RIIM","Rimularia impavida","NA(N)","","","","",""
"RIIN4","","RIIN4","Rimularia insularis","NA(N)","","","","",""
"RILI","","RILI","Rimularia limborina","NA(N)","","","","",""
"RISP2","","RISP2","Rimularia sphacelata","NA(N)","","","","",""
"RINOD","","RINOD","Rinodina","NA(N)","","","","",""
"RIAD","","RIAD","Rinodina adirondackii","NA(N)","","","","",""
"RIAM5","","RIAM5","Rinodina americana","NA(N)","","","","",""
"RIAN2","","RIAN2","Rinodina annulata","NA(N)","","","","",""
"RIAP","","RIAP","Rinodina applanata","NA(N)","","","","",""
"RIAR2","","RIAR2","Rinodina archaea","NA(N)","","","","",""
"RIAR3","","RIAR3","Rinodina arctica","NA(N)","","","","",""
"RIAS2","","RIAS2","Rinodina ascociscana","NA(N)","","","","",""
"RIAT2","","RIAT2","Rinodina athallina","NA(N)","","","","",""
"RIBI2","","RIBI2","Rinodina bischoffii","NA(N)","","","","",""
"RIBO","","RIBO","Rinodina bolanderi","NA(N)","","","","",""
"RIBO2","","RIBO2","Rinodina bolodes","NA(N)","","","","",""
"RIBR3","","RIBR3","Rinodina brouardii","NA(N)","","","","",""
"RICA5","","RICA5","Rinodina cacuminum","NA(N)","","","","",""
"RICA6","","RICA6","Rinodina calcigena","NA(N)","","","","",""
"RICA8","","RICA8","Rinodina castaneomela","NA(N)","","","","",""
"RICA11","","RICA11","Rinodina castaneomelodes","NA(N)","","","","",""
"RICH","","RICH","Rinodina chrysomelaena","NA(N)","","","","",""
"RICI","","RICI","Rinodina cinereovirens","NA(N)","","","","",""
"RICO7","","RICO7","Rinodina colobina","NA(N)","","","","",""
"RICO8","","RICO8","Rinodina colobinoides","NA(N)","","","","",""
"RICO9","","RICO9","Rinodina coloradiana","NA(N)","","","","",""
"RICO10","","RICO10","Rinodina confragosa","NA(N)","","","","",""
"RICO11","","RICO11","Rinodina conradii","NA(N)","","","","",""
"RICO12","","RICO12","Rinodina constrictula","NA(N)","","","","",""
"RICO13","","RICO13","Rinodina corticola","NA(N)","","","","",""
"RIDA2","","RIDA2","Rinodina darrowii","NA(N)","","","","",""
"RIDE3","","RIDE3","Rinodina degeliana","NA(N)","","","","",""
"RIDE2","","RIDE2","Rinodina destituta","NA(N)","","","","",""
"RIDI3","","RIDI3","Rinodina dirinoides","NA(N)","","","","",""
"RIDI5","","RIDI5","Rinodina disjuncta","NA(N)","","","","",""
"RIEF","","RIEF","Rinodina efflorescens","NA(N)","","","","",""
"RIEN","","RIEN","Rinodina endophragmia","NA(N)","","","","",""
"RIEX","","RIEX","Rinodina excrescens","NA(N)","","","","",""
"RIEX2","","RIEX2","Rinodina exigua","NA(N)","","","","",""
"RIGE","","RIGE","Rinodina gennarii","NA(N)","","","","",""
"RIGL5","","RIGL5","Rinodina glauca","NA(N)","","","","",""
"RIGR7","","RIGR7","Rinodina granulans","NA(N)","","","","",""
"RIGR6","","RIGR6","Rinodina granuligera","NA(N)","","","","",""
"RIGR8","","RIGR8","Rinodina griseosoralifera","NA(N)","","","","",""
"RIHA","","RIHA","Rinodina halei","NA(N)","","","","",""
"RIHA2","","RIHA2","Rinodina hallii","NA(N)","","","","",""
"RIHE3","","RIHE3","Rinodina herrei","NA(N)","","","","",""
"RIHY2","","RIHY2","Rinodina hyperborea","NA(N)","","","","",""
"RIIN7","","RIIN7","Rinodina interpolata","NA(N)","","","","",""
"RIIO","","RIIO","Rinodina iowensis","NA(N)","","","","",""
"RIKE","","RIKE","Rinodina kentuckyensis","NA(N)","","","","",""
"RILA4","","RILA4","Rinodina laevigata","NA(N)","","","","",""
"RILE5","","RILE5","Rinodina lecanoides","NA(N)","","","","",""
"RILE6","","RILE6","Rinodina lecanorina","NA(N)","","","","",""
"RILE7","","RILE7","Rinodina lecideoides","NA(N)","","","","",""
"RILE8","","RILE8","Rinodina lepida","NA(N)","","","","",""
"RILU","","RILU","Rinodina luridata","NA(N)","","","","",""
"RILY","","RILY","Rinodina lycopodiicola","NA(N)","","","","",""
"RIMA4","","RIMA4","Rinodina marysvillensis","NA(N)","","","","",""
"RIME3","","RIME3","Rinodina metaboliza","NA(N)","","","","",""
"RIMI3","","RIMI3","Rinodina milvina","NA(N)","","","","",""
"RIMI4","","RIMI4","Rinodina minutissima","NA(N)","","","","",""
"RIMN","","RIMN","Rinodina mniaraea","NA(N)","","","","",""
"RIMN2","","RIMN2","Rinodina mniaroeiza","NA(N)","","","","",""
"RIMU","","RIMU","Rinodina mucronatula","NA(N)","","","","",""
"RIOC2","","RIOC2","Rinodina ochrocea","NA(N)","","","","",""
"RIOL2","","RIOL2","Rinodina olivaceobrunnea","NA(N)","","","","",""
"RIOR2","","RIOR2","Rinodina oregana","NA(N)","","","","",""
"RIOX2","","RIOX2","Rinodina oxydata","NA(N)","","","","",""
